"police_station_id","station_name","police_staff","inspector_id","inspector_name","age","joining_date","salary","no_of_cases","max_case_type","min_cases_type","avg_solving_day","station_pincode","station_zone","city","state"
"T2-548838","ST-918",30,"SI-13463","Junior Hanna",61,"2001-02-08",171300,1879,"claims of negligence","unfair dismissal",3,"487547","WEST","Dhanbad","Mizoram"
"T2-548839","ST-919",19,"SI-13464","Jolene Maldonado",40,"2001-02-08",150459,1881,"appeal against HR","discrimination",15,"487549","SOUTH","Jodhpur","Nagaland"
"T2-548840","ST-920",27,"SI-13465","Javier Rush",63,"2001-02-08",104287,1883,"Workplace harassment","appeal against HR",15,"487551","NORTH","Amritsar","Odisha"
"T2-548841","ST-921",23,"SI-13466","Selena McDaniel",55,"2001-02-08",141531,1885,"Murder","Workplace harassment",6,"487553","CENTRAL","Raipur","Punjab"
"T2-548842","ST-922",18,"SI-13467","Ila Graham",54,"2001-02-08",238844,1887,"robbery","Murder",3,"487555","EAST","Allahabad","Rajasthan"
"T2-548843","ST-923",17,"SI-13468","Giovanni Burns",46,"2001-02-08",61657,1889,"dowry demands","theft",13,"487557","WEST","Coimbatore","Sikkim"
"T2-548844","ST-924",35,"SI-13469","Nikolas Sparks",52,"2001-02-08",232651,1891,"robbery","cybercrime",8,"487559","SOUTH","Jabalpur","Tamil Nadu"
"T2-548845","ST-925",19,"SI-13470","Elena Frye",51,"2001-02-08",184324,1893,"unfair dismissal","sedition",12,"487561","NORTH","Gwalior","Telangana"
"T2-548846","ST-926",16,"SI-13471","Franco Simon",50,"2001-02-08",155850,1895,"theft","Property dispute",15,"487563","CENTRAL","Vijayawada","Tripura"
"T2-548847","ST-927",16,"SI-13472","Tatum Cisneros",55,"2001-02-08",209627,1897,"cybercrime","marriage affairs",9,"487565","EAST","Madurai","Uttar Pradesh"
"T2-548848","ST-928",29,"SI-13473","Alden Horn",56,"2001-02-08",89933,1899,"sedition","Divorce",12,"487567","WEST","Guwahati","Uttarakhand"
"T2-548849","ST-929",36,"SI-13474","Ari Preston",50,"2001-02-08",163692,1901,"Property dispute","Fraud",9,"487569","SOUTH","Chandigarh","West Bengal"
"T2-548850","ST-930",23,"SI-13475","Vincenzo Hanna",45,"2001-02-08",46553,1903,"Fraud","riots",14,"487571","NORTH","Hubli-Dharwad","Andaman and Nicobar Islands"
"T2-548851","ST-931",20,"SI-13476","Sierra Donnell",58,"2001-02-08",93197,1905,"riots","claims of negligence",4,"487573","CENTRAL","Amroha","Chandigarh"
"T2-548852","ST-932",31,"SI-13477","Lian Morrison",42,"2001-02-08",171818,1907,"marriage affairs","dowry demands",10,"487575","EAST","Moradabad","Dadra and Nagar Haveli and Daman and Diu"
"T2-548853","ST-933",30,"SI-13478","Camryn Santiago",51,"2001-02-08",104850,1909,"Divorce","robbery",8,"487577","WEST","Gurgaon","Lakshadweep"
"T2-548854","ST-934",36,"SI-13479","Beckham Medina",40,"2001-02-08",82352,1911,"claims of negligence","unfair dismissal",12,"487579","SOUTH","Aligarh","Delhi"
"T2-548855","ST-935",40,"SI-13480","Janelle Baker",51,"2001-02-08",69490,1913,"appeal against HR","discrimination",15,"487581","NORTH","Solapur","Puducherry"
"T2-548856","ST-936",18,"SI-13481","Ezra Brewer",52,"2001-02-08",130398,1915,"Workplace harassment","appeal against HR",11,"487583","CENTRAL","Ranchi","Ladakh"
"T2-548857","ST-937",19,"SI-13482","Selah Compton",38,"2001-02-08",66692,1917,"Murder","Workplace harassment",8,"487585","EAST","Jalandhar","Jammu and Kashmir"
"T2-548858","ST-938",33,"SI-13483","Abner Tanner",53,"2001-02-08",89866,1919,"robbery","Murder",7,"487587","WEST","Tiruchirappalli","Maharashtra"
"T2-548859","ST-939",17,"SI-13484","Sydney Parsons",60,"2001-02-08",167145,1921,"dowry demands","theft",6,"487589","SOUTH","Bhubaneswar","Delhi"
"T2-548860","ST-940",28,"SI-13485","Lewis Lugo",46,"2001-02-09",188573,1923,"robbery","cybercrime",4,"487591","NORTH","Salem","Karnataka"
"T2-548861","ST-941",26,"SI-13486","Mylah McKenzie",58,"2001-02-09",224240,1925,"unfair dismissal","sedition",3,"487593","CENTRAL","Mysore","Andhra Pradesh"
"T2-548862","ST-942",13,"SI-13487","Scott Bean",64,"2001-02-09",241899,1927,"theft","Property dispute",11,"487595","EAST","Thiruvananthapuram","Arunachal Pradesh"
"T2-548863","ST-943",17,"SI-13488","Kehlani Dodson",53,"2001-02-09",80416,1929,"cybercrime","marriage affairs",12,"487597","WEST","Tiruppur","Assam"
"T2-548864","ST-944",37,"SI-13489","Seven Cohen",38,"2001-02-09",68723,1931,"sedition","Divorce",10,"487599","SOUTH","Gwalior","Bihar"
"T2-548865","ST-945",31,"SI-13490","Salem Horne",52,"2001-02-09",74481,1933,"Property dispute","Fraud",13,"487601","NORTH","Chandrapur","Chhattisgarh"
"T2-548866","ST-946",36,"SI-13491","Zev Sanford",43,"2001-02-09",244822,1935,"Fraud","riots",9,"487603","CENTRAL","Mumbai","Goa"
"T2-548867","ST-947",40,"SI-13492","Hadassah Mack",43,"2001-02-09",86755,1937,"riots","claims of negligence",7,"487605","EAST","Delhi","Gujarat"
"T2-548868","ST-948",30,"SI-13493","Esteban Ballard",50,"2001-02-09",157487,1939,"marriage affairs","dowry demands",5,"487607","WEST","Bangalore","Haryana"
"T2-548869","ST-949",26,"SI-13494","Josie Reyes",52,"2001-02-09",158236,1941,"Divorce","robbery",13,"487609","SOUTH","Hyderabad","Himachal Pradesh"
"T2-548870","ST-950",35,"SI-13495","Eli Davidson",56,"2001-02-09",95560,1943,"claims of negligence","unfair dismissal",13,"487611","NORTH","Ahmedabad","Jharkhand"
"T2-548871","ST-951",26,"SI-13496","Elisabeth Barry",51,"2001-02-09",68746,1945,"appeal against HR","discrimination",13,"487613","CENTRAL","Chennai","Karnataka"
"T2-548872","ST-952",29,"SI-13497","Nicole Rowland",39,"2001-02-09",145684,1947,"Workplace harassment","appeal against HR",15,"487615","EAST","Kolkata","Kerala"
"T2-548873","ST-953",39,"SI-13498","Eliezer Maddox",43,"2001-02-09",181798,1949,"Murder","Workplace harassment",15,"487617","WEST","Surat","Madhya Pradesh"
"T2-548874","ST-954",19,"SI-13499","Autumn Murillo",50,"2001-02-09",244654,1951,"robbery","Murder",14,"487619","SOUTH","Pune","Maharashtra"
"T2-548875","ST-955",27,"SI-13500","Lance Wiggins",54,"2001-02-09",167157,1953,"dowry demands","theft",7,"487621","NORTH","Jaipur","Manipur"
"T2-548876","ST-956",35,"SI-13501","Hazel Guzman",58,"2001-02-09",125154,1955,"robbery","cybercrime",7,"487623","CENTRAL","Lucknow","Meghalaya"
"T2-548877","ST-957",23,"SI-13502","Jude Woodard",37,"2001-02-09",224392,1957,"unfair dismissal","sedition",14,"487625","EAST","Kanpur","Mizoram"
"T2-548878","ST-958",29,"SI-13503","Novalee Santos",42,"2001-02-09",45640,1959,"theft","Property dispute",15,"487627","WEST","Nagpur","Nagaland"
"T2-548879","ST-959",16,"SI-13504","Walker Dorsey",38,"2001-02-09",67602,1961,"cybercrime","marriage affairs",8,"487629","SOUTH","Indore","Odisha"
"T2-548880","ST-960",22,"SI-13505","Ramona Yu",45,"2001-02-09",60922,1963,"sedition","Divorce",9,"487631","NORTH","Thane","Punjab"
"T2-548881","ST-961",21,"SI-13506","Bryant Maynard",41,"2001-02-09",171968,1965,"Property dispute","Fraud",14,"487633","CENTRAL","Bhopal","Rajasthan"
"T2-548882","ST-962",16,"SI-13507","Aubrielle Stanley",37,"2001-02-09",169422,1967,"Fraud","riots",15,"487635","EAST","Visakhapatnam","Sikkim"
"T2-548883","ST-963",27,"SI-13508","Manuel Vasquez",46,"2001-02-09",151997,1969,"riots","claims of negligence",15,"487637","WEST","Vadodara","Tamil Nadu"
"T2-548884","ST-964",16,"SI-13509","Mckenna Villegas",40,"2001-02-10",128172,1971,"marriage affairs","dowry demands",7,"487639","SOUTH","Firozabad","Telangana"
"T2-548885","ST-965",14,"SI-13510","Clyde Duncan",63,"2001-02-10",102145,1973,"Divorce","robbery",9,"487641","NORTH","Ludhiana","Tripura"
"T2-548886","ST-966",16,"SI-13511","Kaylani Sweeney",62,"2001-02-10",185234,1975,"claims of negligence","unfair dismissal",5,"487643","CENTRAL","Rajkot","Uttar Pradesh"
"T2-548887","ST-967",28,"SI-13512","Nixon Butler",44,"2001-02-10",66878,1977,"appeal against HR","discrimination",11,"487645","EAST","Agra","Uttarakhand"
"T2-548888","ST-968",12,"SI-13513","Malaysia Mejia",60,"2001-02-10",202644,1979,"Workplace harassment","appeal against HR",9,"487647","WEST","Siliguri","West Bengal"
"T2-548889","ST-969",34,"SI-13514","Atticus Roach",54,"2001-02-10",199865,1981,"Murder","Workplace harassment",10,"487649","SOUTH","Nashik","Andaman and Nicobar Islands"
"T2-548890","ST-970",26,"SI-13515","Alianna Holt",57,"2001-02-10",98369,1983,"robbery","Murder",9,"487651","NORTH","Faridabad","Chandigarh"
"T2-548891","ST-971",31,"SI-13516","Niko Proctor",44,"2001-02-10",177208,1985,"dowry demands","theft",6,"487653","CENTRAL","Patna","Dadra and Nagar Haveli and Daman and Diu"
"T2-548892","ST-972",29,"SI-13517","Roselyn Grimes",44,"2001-02-10",176102,1987,"robbery","cybercrime",11,"487655","EAST","Meerut","Lakshadweep"
"T2-548893","ST-973",13,"SI-13518","Harlan Dalton",46,"2001-02-10",83901,1989,"unfair dismissal","sedition",3,"487657","WEST","Kalyan-Dombivli","Delhi"
"T2-548894","ST-974",16,"SI-13519","Alora Suarez",63,"2001-02-10",102739,1991,"theft","Property dispute",13,"487659","SOUTH","Vasai-Virar","Puducherry"
"T2-548895","ST-975",28,"SI-13520","Soren Faulkner",61,"2001-02-10",196717,1993,"cybercrime","marriage affairs",9,"487661","NORTH","Varanasi","Ladakh"
"T2-548896","ST-976",38,"SI-13521","Ayla Hamilton",44,"2001-02-10",162833,1995,"sedition","Divorce",6,"487663","CENTRAL","Srinagar","Jammu and Kashmir"
"T2-548897","ST-977",17,"SI-13522","Jason Cole",54,"2001-02-10",134778,1997,"Property dispute","Fraud",6,"487665","EAST","Dhanbad","Maharashtra"
"T2-548898","ST-978",15,"SI-13523","Ameer Wilcox",54,"2001-02-10",169039,1999,"Fraud","riots",6,"487667","WEST","Jodhpur","Delhi"
"T2-548899","ST-979",23,"SI-13524","Davina Park",45,"2001-02-10",84855,2001,"riots","claims of negligence",12,"487669","SOUTH","Amritsar","Karnataka"
"T2-548900","ST-980",15,"SI-13525","Daxton Herrera",63,"2001-02-10",235477,2003,"marriage affairs","dowry demands",3,"487671","NORTH","Raipur","Andhra Pradesh"
"T2-548901","ST-981",16,"SI-13526","Kali Underwood",42,"2001-02-10",147377,2005,"Divorce","robbery",7,"487673","CENTRAL","Allahabad","Arunachal Pradesh"
"T2-548902","ST-982",24,"SI-13527","Reece Russo",47,"2001-02-10",50147,2007,"claims of negligence","unfair dismissal",8,"487675","EAST","Coimbatore","Assam"
"T2-548903","ST-983",17,"SI-13528","Faith Mills",60,"2001-02-10",75966,2009,"appeal against HR","discrimination",11,"487677","WEST","Jabalpur","Bihar"
"T2-548904","ST-984",39,"SI-13529","Alex Griffin",55,"2001-02-10",157607,2011,"Workplace harassment","appeal against HR",8,"487679","SOUTH","Gwalior","Chhattisgarh"
"T2-548905","ST-985",13,"SI-13530","Magnolia Salas",46,"2001-02-10",247040,2013,"Murder","Workplace harassment",8,"487681","NORTH","Vijayawada","Goa"
"T2-548906","ST-986",14,"SI-13531","Zaiden Rasmussen",38,"2001-02-10",82796,2015,"robbery","Murder",13,"487683","CENTRAL","Madurai","Gujarat"
"T2-548907","ST-987",22,"SI-13532","Rosalyn Middleton",62,"2001-02-10",122673,2017,"dowry demands","theft",3,"487685","EAST","Guwahati","Haryana"
"T2-548908","ST-988",34,"SI-13533","Misael Farley",59,"2001-02-11",53433,2019,"robbery","cybercrime",15,"487687","WEST","Chandigarh","Himachal Pradesh"
"T2-548909","ST-989",20,"SI-13534","Aviana Blankenship",55,"2001-02-11",203379,2021,"unfair dismissal","sedition",13,"487689","SOUTH","Hubli-Dharwad","Jharkhand"
"T2-548910","ST-990",19,"SI-13535","Ernesto Wood",63,"2001-02-11",243035,2023,"theft","Property dispute",11,"487691","NORTH","Amroha","Karnataka"
"T2-548911","ST-991",36,"SI-13536","Vivian Molina",60,"2001-02-11",207322,2025,"cybercrime","marriage affairs",15,"487693","CENTRAL","Moradabad","Kerala"
"T2-548912","ST-992",21,"SI-13537","Prince Thornton",64,"2001-02-11",177245,2027,"sedition","Divorce",5,"487695","EAST","Gurgaon","Madhya Pradesh"
"T2-548913","ST-993",15,"SI-13538","Hallie McClure",54,"2001-02-11",157602,2029,"Property dispute","Fraud",8,"487697","WEST","Aligarh","Maharashtra"
"T2-548914","ST-994",22,"SI-13539","Reese Galindo",52,"2001-02-11",135560,2031,"Fraud","riots",15,"487699","SOUTH","Solapur","Manipur"
"T2-548915","ST-995",30,"SI-13540","Evelyn Stevens",39,"2001-02-11",209862,2033,"riots","claims of negligence",8,"487701","NORTH","Ranchi","Meghalaya"
"T2-548916","ST-996",16,"SI-13541","Zachary Aguirre",40,"2001-02-11",148530,2035,"marriage affairs","dowry demands",8,"487703","CENTRAL","Jalandhar","Mizoram"
"T2-548917","ST-997",21,"SI-13542","Rayna Blanchard",40,"2001-02-11",60316,2037,"Divorce","robbery",7,"487705","EAST","Tiruchirappalli","Nagaland"
"T2-548918","ST-998",38,"SI-13543","Adler Huerta",58,"2001-02-11",231432,2039,"claims of negligence","unfair dismissal",14,"487707","WEST","Bhubaneswar","Odisha"
"T2-548919","ST-999",24,"SI-13544","Elisabeth Benson",47,"2001-02-11",101745,2041,"appeal against HR","discrimination",8,"487709","SOUTH","Salem","Punjab"
"T2-548920","ST-1000",25,"SI-13545","Desmond Hughes",44,"2001-02-11",195256,2043,"Workplace harassment","appeal against HR",12,"487711","NORTH","Mysore","Rajasthan"
"T2-548921","ST-1001",26,"SI-13546","Alena Waters",40,"2001-02-11",70295,2045,"Murder","Workplace harassment",11,"487713","CENTRAL","Thiruvananthapuram","Sikkim"
"T2-548922","ST-1002",15,"SI-13547","Maximilian Silva",64,"2001-02-11",65909,2047,"robbery","Murder",14,"487715","EAST","Tiruppur","Tamil Nadu"
"T2-548923","ST-1003",24,"SI-13548","Hattie Cuevas",58,"2001-02-11",211780,2049,"dowry demands","theft",10,"487717","WEST","Gwalior","Telangana"
"T2-548924","ST-1004",26,"SI-13549","Brecken Ortega",42,"2001-02-11",61179,2051,"robbery","cybercrime",10,"487719","SOUTH","Chandrapur","Tripura"
"T2-548925","ST-1005",20,"SI-13550","Calliope Briggs",54,"2001-02-11",245532,2053,"unfair dismissal","sedition",13,"487721","NORTH","Mumbai","Uttar Pradesh"
"T2-548926","ST-1006",16,"SI-13551","Case Salas",40,"2001-02-11",70134,2055,"theft","Property dispute",9,"487723","CENTRAL","Delhi","Uttarakhand"
"T2-548927","ST-1007",38,"SI-13552","Ariana Lee",44,"2001-02-11",163905,2057,"cybercrime","marriage affairs",6,"487725","EAST","Bangalore","West Bengal"
"T2-548928","ST-1008",34,"SI-13553","Amaris Jenkins",47,"2001-02-11",142540,2059,"sedition","Divorce",4,"487727","WEST","Hyderabad","Andaman and Nicobar Islands"
"T2-548929","ST-1009",12,"SI-13554","Declan Sutton",42,"2001-02-11",163762,2061,"Property dispute","Fraud",10,"487729","SOUTH","Ahmedabad","Chandigarh"
"T2-548930","ST-1010",27,"SI-13555","Nathalia Wagner",54,"2001-02-11",125396,2063,"Fraud","riots",5,"487731","NORTH","Chennai","Dadra and Nagar Haveli and Daman and Diu"
"T2-548931","ST-1011",17,"SI-13556","Enzo Cochran",55,"2001-02-11",214406,2065,"riots","claims of negligence",9,"487733","CENTRAL","Kolkata","Lakshadweep"
"T2-548932","ST-1012",21,"SI-13557","Dayana Jimenez",47,"2001-02-12",53837,2067,"marriage affairs","dowry demands",15,"487735","EAST","Surat","Delhi"
"T2-548933","ST-1013",26,"SI-13558","Silas Baxter",41,"2001-02-12",176250,2069,"Divorce","robbery",4,"487737","WEST","Pune","Puducherry"
"T2-548934","ST-1014",37,"SI-13559","Gabriella Bond",38,"2001-02-12",243714,2071,"claims of negligence","unfair dismissal",3,"487739","SOUTH","Jaipur","Ladakh"
"T2-548935","ST-1015",21,"SI-13560","Roger Booth",51,"2001-02-12",56033,2073,"appeal against HR","discrimination",14,"487741","NORTH","Lucknow","Jammu and Kashmir"
"T2-548936","ST-1016",34,"SI-13561","Jazlyn Acosta",63,"2001-02-12",127476,2075,"Workplace harassment","appeal against HR",10,"487743","CENTRAL","Kanpur","Maharashtra"
"T2-548937","ST-1017",29,"SI-13562","Jensen McDaniel",57,"2001-02-12",183093,2077,"Murder","Workplace harassment",6,"487745","EAST","Nagpur","Delhi"
"T2-548938","ST-1018",32,"SI-13563","Jamie Weeks",60,"2001-02-12",92150,2079,"robbery","Murder",6,"487747","WEST","Indore","Karnataka"
"T2-548939","ST-1019",37,"SI-13564","Anders Melton",61,"2001-02-12",235331,2081,"dowry demands","theft",3,"487749","SOUTH","Thane","Andhra Pradesh"
"T2-548940","ST-1020",14,"SI-13565","Cara Mayer",38,"2001-02-12",202969,2083,"robbery","cybercrime",8,"487751","NORTH","Bhopal","Arunachal Pradesh"
"T2-548941","ST-1021",30,"SI-13566","Yahir Stephenson",50,"2001-02-12",246395,2085,"unfair dismissal","sedition",12,"487753","CENTRAL","Visakhapatnam","Assam"
"T2-548942","ST-1022",20,"SI-13567","Nia Pittman",59,"2001-02-12",199897,2087,"theft","Property dispute",6,"487755","EAST","Vadodara","Bihar"
"T2-548943","ST-1023",24,"SI-13568","Valentino Vazquez",51,"2001-02-12",218173,2089,"cybercrime","marriage affairs",4,"487757","WEST","Firozabad","Chhattisgarh"
"T2-548944","ST-1024",29,"SI-13569","Alaric Bonilla",61,"2001-02-12",94517,2091,"sedition","Divorce",9,"487759","SOUTH","Ludhiana","Goa"
"T2-548945","ST-1025",15,"SI-13570","Zola Schaefer",63,"2001-02-12",119393,2093,"Property dispute","Fraud",7,"487761","NORTH","Rajkot","Gujarat"
"T2-548946","ST-1026",39,"SI-13571","Aisha Callahan",55,"2001-02-12",67356,2095,"Fraud","riots",10,"487763","CENTRAL","Agra","Haryana"
"T2-548947","ST-1027",22,"SI-13572","Quinton Velazquez",38,"2001-02-12",193146,2097,"riots","claims of negligence",3,"487765","EAST","Siliguri","Himachal Pradesh"
"T2-548948","ST-1028",13,"SI-13573","Anne Conner",53,"2001-02-12",62031,2099,"marriage affairs","dowry demands",14,"487767","WEST","Nashik","Jharkhand"
"T2-548949","ST-1029",27,"SI-13574","Phillip Wilcox",42,"2001-02-12",211130,2101,"Divorce","robbery",3,"487769","SOUTH","Faridabad","Karnataka"
"T2-548950","ST-1030",33,"SI-13575","Cataleya Caldwell",62,"2001-02-12",229711,2103,"claims of negligence","unfair dismissal",13,"487771","NORTH","Patna","Kerala"
"T2-548951","ST-1031",33,"SI-13576","Rylan Fields",53,"2001-02-12",134789,2105,"appeal against HR","discrimination",15,"487773","CENTRAL","Meerut","Madhya Pradesh"
"T2-548952","ST-1032",37,"SI-13577","Brooklyn Sullivan",60,"2001-02-12",226182,2107,"Workplace harassment","appeal against HR",9,"487775","EAST","Kalyan-Dombivli","Maharashtra"
"T2-548953","ST-1033",37,"SI-13578","Kaitlyn Truong",52,"2001-02-12",249967,2109,"Murder","Workplace harassment",9,"487777","WEST","Vasai-Virar","Manipur"
"T2-548954","ST-1034",36,"SI-13579","Ayan Payne",62,"2001-02-12",153094,2111,"robbery","Murder",15,"487779","SOUTH","Varanasi","Meghalaya"
"T2-548955","ST-1035",14,"SI-13580","Paityn Roth",47,"2001-02-12",190818,2113,"dowry demands","theft",3,"487781","NORTH","Srinagar","Mizoram"
"T2-548956","ST-1036",27,"SI-13581","Roy Alvarado",60,"2001-02-13",185058,2115,"robbery","cybercrime",6,"487783","CENTRAL","Dhanbad","Nagaland"
"T2-548957","ST-1037",28,"SI-13582","Araceli Walker",49,"2001-02-13",221144,2117,"unfair dismissal","sedition",6,"487785","EAST","Jodhpur","Odisha"
"T2-548958","ST-1038",36,"SI-13583","Luke Walter",60,"2001-02-13",89474,2119,"theft","Property dispute",6,"487787","WEST","Amritsar","Punjab"
"T2-548959","ST-1039",22,"SI-13584","Madisyn Huffman",43,"2001-02-13",135800,2121,"cybercrime","marriage affairs",8,"487789","SOUTH","Raipur","Rajasthan"
"T2-548960","ST-1040",39,"SI-13585","Chris McClure",61,"2001-02-13",108546,2123,"sedition","Divorce",11,"487791","NORTH","Allahabad","Sikkim"
"T2-548961","ST-1041",21,"SI-13586","Aniyah Hoover",47,"2001-02-13",230927,2125,"Property dispute","Fraud",15,"487793","CENTRAL","Coimbatore","Tamil Nadu"
"T2-548962","ST-1042",15,"SI-13587","Jaziel Elliott",61,"2001-02-13",147938,2127,"Fraud","riots",11,"487795","EAST","Jabalpur","Telangana"
"T2-548963","ST-1043",31,"SI-13588","Dream Nash",40,"2001-02-13",161795,2129,"riots","claims of negligence",6,"487797","WEST","Gwalior","Tripura"
"T2-548964","ST-1044",29,"SI-13589","Chandler Delgado",59,"2001-02-13",216115,2131,"marriage affairs","dowry demands",12,"487799","SOUTH","Vijayawada","Uttar Pradesh"
"T2-548965","ST-1045",33,"SI-13590","Alfred Caldwell",64,"2001-02-13",90147,2133,"Divorce","robbery",15,"487801","NORTH","Madurai","Uttarakhand"
"T2-548966","ST-1046",32,"SI-13591","Evelynn Weeks",58,"2001-02-13",82953,2135,"claims of negligence","unfair dismissal",12,"487803","CENTRAL","Guwahati","West Bengal"
"T2-548967","ST-1047",22,"SI-13592","Dilan Bowers",60,"2001-02-13",144337,2137,"appeal against HR","discrimination",5,"487805","EAST","Chandigarh","Andaman and Nicobar Islands"
"T2-548968","ST-1048",38,"SI-13593","Elisa Erickson",40,"2001-02-13",97967,2139,"Workplace harassment","appeal against HR",3,"487807","WEST","Hubli-Dharwad","Chandigarh"
